pond_id,culture_system,water_source,aeration_class,stocking_density_class,water_temperature_c,ph,do_min_night_mg_l,do_max_day_mg_l,salinity_ppt,ammonia_mg_l,nitrite_mg_l,alkalinity_mg_l,turbidity_index,avg_body_weight_g,biomass_density_kg_m2,feed_input_kg_day,fcr,survival_pct,daily_mortality_count,behavioral_stress_index,gut_condition_score,molting_irregularity_flag,growth_deviation_index,disease_risk_level,suspected_condition,treatment_applied,treatment_intensity_class,treatment_response_score,crop_health_status,harvest_viability_flag,economic_risk_index
14,Semi-intensive,Borewell,Medium,High,27.09,8.04,4.45,5.62,11.7,0.267,0.168,176.3,30.1,27.87,1.61,141.1,1.79,60.3,7,9,9,0,1.07,Low,Growth Retardation,Probiotic,4,0.95,Failing,0,0.24
77,Semi-intensive,Reservoir,High,High,30.04,8.15,5.16,7.83,18.5,0.298,0.772,167.2,22.1,19.02,0.79,178.2,1.96,88.0,0,8,7,0,1.24,Low,Bacterial Load,Carbon Dosing,3,0.82,Stressed,1,0.5
299,Semi-intensive,Reservoir,Medium,Low,28.59,7.59,3.46,5.9,21.9,0.181,0.657,178.6,36.1,16.87,1.05,174.0,1.32,69.3,1,8,4,0,1.08,Moderate,Parasitic Stress,Mineral Correction,2,0.92,Failing,1,0.48
146,Semi-intensive,Borewell,High,Medium,26.13,8.09,5.16,7.44,15.8,0.477,0.239,83.8,38.7,21.06,1.52,132.0,2.22,72.3,3,8,7,0,0.86,Low,Multifactorial,None,1,0.58,Stable,0,0.26
240,Biofloc,Canal,Medium,Medium,30.16,7.38,5.27,6.55,11.6,0.285,0.156,80.7,21.4,27.81,1.18,85.7,1.28,84.2,9,1,9,0,0.79,Low,Bacterial Load,Probiotic,4,0.67,Stressed,0,0.67
4,Biofloc,Reservoir,Medium,Low,27.87,7.22,4.18,6.66,25.0,0.396,0.364,123.6,44.5,11.15,1.59,136.5,1.51,79.1,0,8,9,0,0.79,Low,Multifactorial,Mineral Correction,4,0.96,Stressed,0,0.59
263,Biofloc,Canal,Low,Low,30.94,8.05,3.72,6.69,15.6,0.137,0.603,171.5,45.4,18.19,0.83,119.9,1.71,82.7,7,6,8,1,1.13,High,Growth Retardation,Carbon Dosing,2,0.47,Failing,0,0.54
268,Semi-intensive,Borewell,High,Medium,27.38,7.65,4.93,6.94,9.7,0.183,0.342,90.2,35.1,27.13,0.62,176.5,2.27,62.1,1,5,6,0,1.15,Low,Growth Retardation,Carbon Dosing,3,0.77,Failing,0,0.84
112,Intensive,Reservoir,Medium,High,31.22,7.53,3.95,7.03,24.4,0.365,0.463,90.3,37.2,18.99,2.18,140.2,1.43,64.9,1,1,9,0,1.2,Moderate,Environmental Stress,Mineral Correction,1,0.52,Stable,0,0.27
286,Semi-intensive,Borewell,High,High,30.36,7.66,3.1,7.78,12.9,0.374,0.558,107.9,35.4,24.63,1.11,127.2,1.56,77.5,2,7,7,0,0.73,High,Environmental Stress,Carbon Dosing,1,0.7,Stressed,0,0.62
215,Biofloc,Borewell,Medium,High,27.8,7.87,3.33,7.05,14.1,0.001,0.054,95.1,29.8,21.14,1.61,154.7,1.98,61.9,6,7,4,0,0.76,Moderate,Growth Retardation,Carbon Dosing,2,1.0,Stressed,1,0.79
157,Biofloc,Canal,Low,Medium,26.48,7.45,3.49,6.91,22.3,0.267,0.334,91.7,59.4,8.24,0.9,60.9,1.88,89.0,2,4,2,0,1.34,Low,Multifactorial,Mineral Correction,4,0.88,Stable,1,0.66
99,Biofloc,Borewell,Medium,High,30.27,8.38,3.54,7.0,7.3,0.226,0.492,159.5,22.2,20.57,1.4,128.5,1.47,64.6,0,8,2,0,0.77,Low,Multifactorial,Mineral Correction,3,0.77,Failing,1,0.29
170,Semi-intensive,Borewell,Medium,Medium,31.21,7.24,4.01,7.39,22.9,0.385,0.225,163.4,37.8,17.34,0.83,137.8,1.7,76.4,6,9,9,0,0.85,Moderate,Bacterial Load,Water Exchange,4,0.46,Failing,1,0.46
291,Semi-intensive,Canal,Low,High,30.25,8.49,3.86,6.75,16.2,0.198,0.552,127.7,40.6,13.22,0.88,106.1,2.05,82.7,0,6,6,0,1.23,Moderate,Parasitic Stress,Probiotic,1,0.95,Stressed,0,0.4
209,Intensive,Canal,Medium,High,28.26,7.69,5.15,5.73,13.3,0.248,0.075,104.9,20.5,27.3,1.15,153.9,2.33,73.8,4,8,9,0,0.81,Low,Bacterial Load,Carbon Dosing,3,0.77,Stressed,1,0.75
6,Biofloc,Canal,Low,Medium,30.05,7.95,4.23,5.77,27.8,0.468,0.301,153.8,48.5,17.7,1.6,68.8,2.13,62.0,0,9,9,1,0.92,Low,Parasitic Stress,Water Exchange,1,0.35,Stressed,0,0.84
279,Semi-intensive,Reservoir,High,Medium,29.26,7.4,4.92,8.09,22.1,0.235,0.443,89.1,43.2,10.34,1.54,44.9,1.28,71.9,2,1,6,0,1.3,Low,Parasitic Stress,Carbon Dosing,4,0.44,Stressed,0,0.35
31,Semi-intensive,Borewell,Low,Low,29.47,8.08,3.66,7.84,17.7,0.166,0.0,171.9,25.8,10.97,1.93,147.4,1.95,82.1,8,4,8,0,1.07,Moderate,Bacterial Load,Mineral Correction,2,0.94,Stressed,1,0.46
171,Intensive,Reservoir,Medium,Medium,28.18,7.8,4.47,6.47,14.0,0.347,0.226,97.2,49.1,10.51,0.77,153.8,1.46,87.3,1,3,3,1,1.32,Low,Multifactorial,Carbon Dosing,2,0.58,Stressed,1,0.61
104,Biofloc,Reservoir,Medium,Low,30.78,8.23,4.56,6.55,21.1,0.054,0.363,170.1,34.2,21.41,0.62,142.9,1.68,74.0,1,8,6,0,1.38,Low,Environmental Stress,None,1,0.46,Stable,1,0.25
113,Intensive,Borewell,Low,High,30.4,8.44,4.53,5.7,7.9,0.219,0.052,126.3,39.1,20.43,1.3,108.0,1.22,69.3,8,5,4,0,0.96,Low,Growth Retardation,Mineral Correction,2,0.93,Stable,0,0.84
234,Intensive,Borewell,Medium,Medium,28.86,7.26,4.72,5.89,9.6,0.153,0.401,96.9,33.5,16.82,1.22,120.2,1.95,90.5,0,9,8,0,1.29,Low,Bacterial Load,Probiotic,3,0.74,Stressed,0,0.61
6,Biofloc,Reservoir,Low,High,27.01,7.51,4.25,8.18,21.3,0.537,0.077,96.5,27.1,14.71,1.47,103.5,1.2,63.9,0,8,6,1,1.17,Low,Parasitic Stress,Water Exchange,3,0.54,Failing,1,0.51
115,Intensive,Borewell,Low,Medium,31.74,8.21,4.77,6.34,23.3,0.023,0.563,158.6,28.4,27.71,1.47,111.5,1.78,66.1,6,8,5,0,1.0,Moderate,Growth Retardation,Probiotic,2,0.38,Stable,1,0.37
94,Biofloc,Canal,Medium,High,28.72,8.45,3.92,7.56,7.7,0.156,0.587,115.2,46.8,20.29,1.46,148.1,1.91,71.1,3,5,2,0,0.93,Moderate,Environmental Stress,Water Exchange,2,0.59,Stable,0,0.85
80,Intensive,Canal,Low,Medium,28.92,7.23,4.38,7.54,16.5,0.36,0.519,124.9,38.6,26.02,0.67,113.0,1.21,74.2,5,4,4,0,0.78,Moderate,Environmental Stress,Probiotic,1,0.86,Stable,1,0.44
133,Intensive,Canal,Medium,Medium,26.41,8.4,5.21,7.68,21.8,0.144,0.461,159.1,30.5,25.6,2.04,166.1,2.32,71.4,3,2,7,0,1.26,Low,Multifactorial,Mineral Correction,1,0.56,Failing,0,0.85
13,Biofloc,Borewell,Low,Medium,29.27,7.6,2.84,5.71,9.5,0.205,0.685,83.8,45.7,23.64,2.1,46.0,1.86,61.3,0,8,2,0,1.19,Moderate,Parasitic Stress,Probiotic,3,0.81,Stable,0,0.64
154,Semi-intensive,Canal,High,High,26.65,8.0,3.83,7.4,11.6,0.134,0.3,148.0,41.3,15.64,0.99,42.5,1.81,93.6,6,9,5,0,0.79,Moderate,Bacterial Load,Carbon Dosing,3,0.9,Failing,1,0.44
274,Semi-intensive,Borewell,High,Low,28.33,8.02,3.0,5.98,22.9,0.116,0.51,116.1,23.7,9.08,1.56,175.6,1.75,86.7,6,6,8,1,1.29,High,Parasitic Stress,None,2,0.96,Stressed,1,0.21
140,Biofloc,Borewell,High,Low,26.6,8.1,5.02,5.97,10.6,0.219,0.548,82.5,38.3,21.87,1.54,74.6,1.52,76.5,4,3,4,0,0.73,Low,Growth Retardation,Probiotic,3,0.66,Stable,1,0.74
119,Semi-intensive,Canal,High,High,30.06,8.42,3.93,5.69,25.0,0.223,0.303,136.2,21.4,14.81,1.01,58.4,1.59,93.9,5,9,4,1,1.03,Low,Parasitic Stress,None,1,0.97,Stable,1,0.52
7,Biofloc,Borewell,Medium,Medium,31.28,8.09,4.5,7.86,16.6,0.35,0.346,120.8,31.9,9.2,1.59,144.3,1.86,84.3,6,5,3,0,1.34,Moderate,Multifactorial,Probiotic,3,0.64,Stressed,1,0.69
84,Biofloc,Borewell,Low,High,30.01,7.62,3.82,6.2,19.2,0.009,0.461,177.2,46.8,22.54,1.49,120.4,2.23,69.4,5,2,1,0,1.35,Low,Bacterial Load,None,1,0.96,Stressed,0,0.24
185,Semi-intensive,Canal,Low,Medium,28.67,8.32,4.01,7.82,11.0,0.166,0.133,105.6,42.5,10.79,1.66,142.3,1.89,60.6,2,4,8,0,0.87,Low,Environmental Stress,None,3,0.87,Stressed,1,0.89
240,Semi-intensive,Reservoir,Low,Low,28.52,7.89,5.38,7.98,29.7,0.091,0.453,91.3,48.6,9.78,1.12,96.8,1.4,65.7,0,2,5,0,0.76,Low,Parasitic Stress,Water Exchange,4,0.33,Failing,0,0.49
48,Semi-intensive,Borewell,Medium,Low,31.88,8.49,3.36,6.26,15.4,0.119,0.448,172.5,22.7,24.35,1.59,103.8,2.09,93.7,3,3,5,1,0.81,Low,Parasitic Stress,Probiotic,1,0.92,Stable,0,0.28
298,Biofloc,Borewell,Low,Medium,27.1,8.19,4.89,6.95,26.8,0.07,0.393,85.5,58.0,23.08,1.28,130.5,2.09,94.3,5,2,3,0,0.89,Low,Multifactorial,None,4,0.66,Stressed,1,0.33
159,Biofloc,Canal,Low,Low,27.14,7.7,4.0,5.62,13.5,0.118,0.089,154.9,45.8,25.09,1.05,52.9,2.25,92.0,0,2,2,0,1.34,Low,Multifactorial,Carbon Dosing,2,0.67,Stable,1,0.89
97,Intensive,Canal,High,Low,27.0,8.33,4.48,6.62,25.5,0.379,0.274,103.8,30.9,9.68,1.25,123.0,1.43,78.5,2,3,4,0,0.9,Low,Bacterial Load,None,3,0.41,Stable,1,0.71
31,Biofloc,Canal,Medium,Medium,29.44,7.86,2.97,7.21,7.2,0.084,0.549,169.5,43.2,22.37,2.09,127.9,1.74,74.6,4,3,8,1,0.83,Moderate,Multifactorial,None,3,0.4,Failing,1,0.29
173,Intensive,Reservoir,Medium,Low,28.63,7.69,5.42,8.18,9.9,0.236,0.023,125.5,38.0,9.55,0.7,43.2,1.57,72.4,3,4,9,0,0.85,Low,Bacterial Load,Mineral Correction,1,0.91,Failing,1,0.71
78,Biofloc,Canal,Medium,Low,31.32,7.47,4.11,6.09,15.4,0.102,0.243,147.2,42.0,26.74,1.1,137.8,2.17,69.4,3,6,5,0,0.91,Low,Multifactorial,Mineral Correction,4,0.72,Stressed,0,0.59
265,Biofloc,Canal,High,High,30.09,7.26,4.51,7.86,21.4,0.236,0.269,154.0,46.7,18.57,0.82,76.4,1.17,85.3,3,5,4,0,1.35,Low,Parasitic Stress,Carbon Dosing,4,0.51,Failing,1,0.74
79,Intensive,Reservoir,High,High,27.38,8.46,3.13,6.32,26.6,0.232,0.551,94.2,29.6,15.06,1.58,46.7,1.51,75.5,5,5,3,0,0.79,Moderate,Parasitic Stress,Carbon Dosing,3,0.77,Stable,0,0.48
74,Intensive,Borewell,Low,Medium,26.24,7.86,4.76,8.19,11.3,0.202,0.332,112.3,43.4,17.3,1.52,52.8,1.49,70.2,1,6,4,1,1.19,Low,Bacterial Load,Water Exchange,2,0.32,Failing,1,0.46
98,Intensive,Canal,Medium,High,28.93,7.39,4.67,6.3,20.9,0.067,0.781,160.1,48.8,22.74,1.06,86.1,1.14,74.6,6,1,4,1,1.11,Moderate,Growth Retardation,Carbon Dosing,1,0.94,Stable,0,0.34
241,Biofloc,Reservoir,Medium,Low,31.86,7.68,5.27,6.39,23.0,0.124,0.533,105.9,32.7,26.57,0.93,160.4,1.11,92.6,4,2,3,0,1.0,Low,Multifactorial,None,4,0.56,Stable,0,0.33
47,Intensive,Reservoir,Low,Medium,30.59,8.1,4.29,7.49,25.9,0.073,0.764,105.4,46.5,12.48,0.76,147.4,1.6,61.6,6,1,7,0,0.82,Moderate,Parasitic Stress,Probiotic,2,0.82,Stable,1,0.71
104,Semi-intensive,Canal,High,Low,29.02,8.1,3.02,7.04,15.9,0.318,0.19,176.6,33.2,10.11,1.35,69.3,1.47,60.6,1,4,4,0,1.29,Moderate,Environmental Stress,None,2,0.93,Stable,0,0.72
50,Intensive,Borewell,Low,Medium,30.42,8.34,4.11,5.56,28.4,0.182,0.499,108.2,51.9,23.25,1.33,130.5,2.37,79.0,5,1,4,0,0.88,Low,Environmental Stress,Mineral Correction,1,0.97,Stable,0,0.87
194,Intensive,Canal,Medium,Low,29.47,7.98,4.16,7.74,5.3,0.148,0.275,150.7,33.3,15.35,0.83,102.2,1.47,60.0,5,7,6,0,1.16,Low,Parasitic Stress,Water Exchange,1,0.99,Stable,1,0.44
118,Intensive,Canal,Medium,High,30.97,8.28,3.05,5.98,20.4,0.067,0.218,99.7,47.5,27.36,0.7,175.9,1.73,87.9,3,7,5,0,1.14,Low,Bacterial Load,None,1,0.68,Stable,0,0.45
135,Semi-intensive,Reservoir,Medium,Medium,29.56,7.49,4.04,7.62,10.5,0.079,0.435,109.2,54.1,23.46,1.18,45.2,1.89,91.9,2,3,7,0,0.89,Low,Bacterial Load,None,1,0.52,Failing,0,0.88
276,Semi-intensive,Reservoir,Medium,Medium,26.72,7.38,3.74,7.79,16.3,0.381,0.401,143.8,53.6,9.74,0.9,164.7,1.77,88.2,4,4,6,0,0.76,Moderate,Growth Retardation,Mineral Correction,2,0.58,Failing,1,0.81
90,Intensive,Canal,Low,Low,28.68,7.96,3.15,7.01,17.8,0.142,0.35,174.9,41.3,25.12,1.38,93.5,2.12,80.7,5,4,7,0,1.37,Low,Parasitic Stress,Carbon Dosing,4,0.82,Stable,1,0.43
106,Biofloc,Reservoir,Low,High,31.72,7.92,3.61,7.76,10.6,0.203,0.278,100.1,56.3,16.49,2.18,87.5,1.26,70.7,5,3,3,0,1.18,Low,Growth Retardation,None,2,0.86,Failing,0,0.49
61,Intensive,Borewell,High,High,30.79,7.82,2.81,5.95,20.5,0.567,0.403,145.6,53.9,9.31,2.08,96.3,1.38,68.1,2,2,1,0,0.7,Moderate,Growth Retardation,Mineral Correction,4,0.61,Failing,0,0.52
289,Semi-intensive,Reservoir,High,High,28.79,7.66,4.8,8.03,18.1,0.215,0.251,128.6,38.8,15.81,1.18,107.1,1.26,68.3,0,3,5,0,0.9,Low,Multifactorial,None,1,0.58,Failing,0,0.64
21,Biofloc,Reservoir,Medium,Medium,28.21,8.36,3.89,6.63,11.0,0.247,0.375,102.0,22.9,12.12,1.06,105.1,2.16,85.4,6,4,1,0,1.06,Moderate,Growth Retardation,None,1,1.0,Stable,1,0.76
228,Intensive,Reservoir,Low,High,27.32,7.91,3.81,5.95,10.2,0.223,0.711,143.3,21.4,26.32,1.62,161.7,1.56,66.8,7,8,6,0,0.73,High,Parasitic Stress,None,1,0.76,Failing,0,0.77
52,Biofloc,Borewell,Low,High,28.31,8.34,3.81,6.63,22.5,0.098,0.256,116.7,53.2,10.39,0.87,61.4,1.29,86.7,3,7,6,1,0.8,Low,Multifactorial,Water Exchange,1,0.79,Failing,0,0.64
69,Semi-intensive,Canal,High,Low,31.3,7.89,5.21,7.77,16.0,0.342,0.402,122.5,47.9,16.52,1.08,167.4,1.39,71.3,2,7,9,0,0.77,Low,Growth Retardation,Probiotic,1,0.81,Failing,0,0.62
215,Intensive,Canal,Medium,Medium,30.89,7.91,5.46,6.31,22.3,0.23,0.426,143.1,24.1,8.38,0.68,137.1,1.31,86.3,5,5,1,0,0.96,Low,Environmental Stress,Water Exchange,4,0.86,Failing,1,0.74
193,Semi-intensive,Borewell,Medium,High,30.3,8.37,4.81,6.54,18.2,0.06,0.202,156.8,33.6,26.47,1.43,48.9,1.56,85.6,2,2,2,0,1.2,Low,Environmental Stress,None,1,0.38,Stable,0,0.55
3,Intensive,Canal,High,Low,28.48,7.23,3.39,6.93,9.4,0.188,0.272,163.3,38.9,14.64,1.47,114.9,1.55,74.8,4,8,5,0,1.21,Low,Bacterial Load,Mineral Correction,3,0.7,Stressed,0,0.43
47,Intensive,Borewell,High,Medium,31.38,7.73,5.04,5.84,20.1,0.178,0.041,96.1,26.4,14.67,2.16,83.8,1.41,65.9,0,4,2,0,0.78,Low,Growth Retardation,Carbon Dosing,1,0.8,Failing,0,0.68
164,Biofloc,Borewell,Medium,Medium,26.95,8.36,4.23,5.9,20.1,0.244,0.331,149.6,20.3,23.09,1.82,179.2,1.86,62.3,0,5,4,0,0.82,Low,Multifactorial,Probiotic,2,0.38,Stressed,1,0.5
155,Biofloc,Reservoir,Medium,Low,26.46,7.37,5.05,5.89,14.1,0.337,0.373,82.2,31.0,17.63,1.91,130.8,1.44,89.9,7,9,6,0,1.05,Moderate,Parasitic Stress,Water Exchange,3,0.41,Stressed,1,0.24
166,Biofloc,Borewell,Low,Low,31.82,7.31,5.42,7.31,5.5,0.018,0.576,135.0,28.5,17.41,1.57,176.6,1.29,81.7,0,9,1,0,1.37,Low,Environmental Stress,None,2,0.38,Stressed,0,0.49
41,Biofloc,Reservoir,Low,High,31.33,8.46,3.81,6.4,26.9,0.071,0.168,179.4,31.8,21.66,1.74,60.0,1.79,86.5,3,7,3,0,1.07,Low,Growth Retardation,Water Exchange,2,0.62,Stressed,1,0.67
283,Biofloc,Canal,Low,High,26.73,7.58,3.36,7.18,29.6,0.119,0.303,178.7,56.6,22.66,1.77,100.3,1.14,73.0,6,9,5,0,0.84,Moderate,Bacterial Load,None,3,0.51,Stable,0,0.86
107,Intensive,Reservoir,High,Low,31.21,8.42,4.06,7.55,20.1,0.153,0.109,107.6,55.9,23.23,1.75,44.8,1.83,84.7,6,7,3,0,1.08,Low,Environmental Stress,Probiotic,3,0.64,Failing,0,0.37
94,Intensive,Reservoir,Low,Medium,28.25,7.35,3.62,6.82,16.2,0.326,0.253,166.0,54.6,23.14,1.13,102.1,1.12,89.5,2,3,5,0,0.83,Moderate,Multifactorial,Water Exchange,3,0.9,Stressed,1,0.3
129,Biofloc,Reservoir,Medium,Medium,30.03,7.31,5.35,7.07,13.2,0.157,0.072,148.4,60.0,8.1,1.71,75.5,1.14,87.1,3,4,9,0,0.97,Low,Parasitic Stress,Carbon Dosing,4,0.82,Stressed,1,0.3
127,Biofloc,Borewell,Medium,Medium,26.29,8.31,4.06,7.65,25.3,0.345,0.665,126.5,46.4,15.1,1.83,72.9,2.34,92.4,0,4,9,1,0.91,Moderate,Multifactorial,Carbon Dosing,4,0.58,Stressed,0,0.5
253,Intensive,Reservoir,Low,Low,29.38,7.25,3.74,7.44,22.5,0.107,0.246,128.2,45.7,8.77,1.94,87.1,2.0,79.3,4,3,1,0,0.8,Low,Multifactorial,Probiotic,1,0.68,Stressed,0,0.35
174,Biofloc,Canal,Medium,Low,27.84,8.18,3.57,5.93,17.6,0.272,0.203,170.6,38.8,20.96,1.22,168.8,1.35,65.3,1,3,1,0,1.13,Low,Growth Retardation,Mineral Correction,2,0.46,Stable,0,0.42
294,Biofloc,Canal,Low,Medium,30.42,7.74,4.34,6.96,27.3,0.139,0.27,146.6,46.6,17.4,1.69,92.2,1.95,60.3,5,5,9,1,1.18,Low,Growth Retardation,None,4,0.66,Failing,1,0.85
260,Intensive,Borewell,Low,Medium,28.59,7.5,4.14,6.07,24.7,0.137,0.559,102.6,51.6,19.91,2.04,100.3,1.64,93.7,3,4,8,0,0.77,Low,Growth Retardation,None,4,0.48,Failing,1,0.31
110,Biofloc,Borewell,Medium,Low,26.75,7.45,4.81,7.72,24.3,0.275,0.047,121.6,54.5,24.24,2.19,167.6,2.19,92.3,5,6,2,0,0.9,Low,Parasitic Stress,None,3,0.38,Stressed,0,0.78
123,Semi-intensive,Canal,Low,Medium,28.88,8.07,3.57,5.87,6.4,0.313,0.467,92.3,52.4,15.79,2.11,91.9,1.36,66.9,0,9,4,0,0.74,Moderate,Bacterial Load,Mineral Correction,2,0.83,Stable,1,0.65
241,Biofloc,Borewell,Low,Medium,29.5,7.44,4.69,7.76,7.6,0.069,0.371,164.1,58.2,12.92,1.79,138.4,1.29,74.8,5,2,6,0,0.91,Low,Bacterial Load,None,1,0.44,Stressed,0,0.7
236,Biofloc,Reservoir,Low,Medium,27.81,8.12,3.11,7.49,5.2,0.292,0.528,80.2,30.3,23.61,1.34,126.8,1.21,71.7,6,3,4,0,1.12,High,Environmental Stress,Water Exchange,2,0.6,Failing,1,0.21
259,Intensive,Borewell,High,Low,29.76,7.56,3.15,6.4,28.3,0.334,0.107,134.0,51.7,21.42,1.13,116.7,1.78,83.0,5,8,3,0,0.92,Moderate,Growth Retardation,None,1,0.95,Stable,1,0.39
118,Semi-intensive,Canal,High,Medium,27.27,7.75,3.43,7.22,29.6,0.186,0.543,106.3,58.5,27.11,0.68,138.6,2.21,69.0,0,8,5,1,1.19,Moderate,Bacterial Load,Probiotic,3,0.48,Stable,0,0.42
92,Biofloc,Borewell,High,Low,29.75,8.03,5.22,7.36,10.9,0.09,0.53,174.6,27.7,18.98,1.99,107.5,2.1,79.3,0,8,3,0,0.95,Low,Growth Retardation,Carbon Dosing,1,0.57,Stable,0,0.9
157,Biofloc,Borewell,High,Medium,30.96,7.43,3.0,7.79,5.8,0.32,0.239,117.4,29.4,15.85,1.16,89.4,1.87,76.0,2,7,7,1,1.23,Moderate,Multifactorial,Probiotic,3,0.44,Stressed,0,0.67
79,Semi-intensive,Borewell,High,High,26.62,7.79,4.95,8.05,9.3,0.207,0.502,83.3,20.4,9.9,1.37,158.4,2.25,80.4,2,9,6,0,1.38,Low,Growth Retardation,Carbon Dosing,4,0.98,Stable,1,0.42
287,Intensive,Canal,Low,Medium,27.26,8.12,5.31,5.8,20.6,0.121,0.185,115.0,32.2,12.75,0.85,160.1,1.56,66.7,0,7,1,0,1.08,Low,Growth Retardation,Probiotic,1,0.71,Stable,1,0.54
59,Biofloc,Borewell,Low,Medium,31.93,7.41,4.6,6.47,11.2,0.218,0.554,168.4,46.9,24.75,0.84,156.3,2.08,93.7,7,2,6,0,0.9,Moderate,Parasitic Stress,None,4,0.34,Stressed,1,0.82
199,Intensive,Reservoir,Low,Low,31.57,7.7,4.47,5.98,24.2,0.196,0.138,171.4,27.5,8.12,1.93,163.8,1.45,75.8,2,6,6,0,1.11,Low,Multifactorial,None,2,0.41,Failing,1,0.57
289,Semi-intensive,Borewell,Low,Medium,28.19,8.11,3.91,5.84,25.7,0.221,0.426,174.2,37.6,13.42,2.11,125.8,1.61,93.6,5,5,3,1,0.85,Low,Multifactorial,Mineral Correction,2,0.63,Stable,0,0.68
246,Biofloc,Borewell,Medium,High,29.5,7.53,4.16,6.69,8.9,0.281,0.14,83.4,34.4,11.52,0.75,127.1,1.64,62.0,2,9,7,0,0.94,Low,Bacterial Load,Mineral Correction,2,0.92,Failing,0,0.3
277,Biofloc,Borewell,Low,High,28.2,8.2,4.14,6.42,7.0,0.156,0.551,120.7,38.1,8.18,0.91,122.1,1.81,85.0,3,6,1,0,0.79,Low,Growth Retardation,Water Exchange,3,0.59,Failing,0,0.27
119,Biofloc,Reservoir,Medium,Medium,27.66,7.95,3.49,7.18,25.8,0.338,0.143,142.8,49.5,25.73,0.98,40.0,1.1,87.7,10,5,6,0,0.84,High,Environmental Stress,Carbon Dosing,1,0.88,Stressed,1,0.86
229,Intensive,Borewell,Low,Low,31.68,8.14,5.08,7.93,22.2,0.198,0.512,84.0,27.4,19.34,1.35,71.1,2.2,80.5,5,6,3,1,1.09,Low,Parasitic Stress,Mineral Correction,2,0.56,Stressed,0,0.37
101,Semi-intensive,Borewell,Low,Low,31.59,8.49,5.01,6.95,26.8,0.196,0.105,138.0,30.8,27.69,1.23,148.5,1.17,80.6,12,5,7,0,1.26,Low,Bacterial Load,Probiotic,1,0.63,Stressed,0,0.45
271,Intensive,Canal,Low,Medium,26.89,7.96,4.44,7.6,14.8,0.201,0.471,94.3,40.3,14.54,0.64,56.2,1.28,67.1,3,8,7,0,1.21,Low,Parasitic Stress,None,4,0.39,Stressed,1,0.7
118,Intensive,Borewell,Low,High,31.49,7.96,4.5,7.32,28.1,0.243,0.05,142.7,28.1,25.21,1.14,43.3,1.79,66.8,1,6,2,0,0.96,Low,Growth Retardation,Probiotic,3,0.74,Stressed,0,0.5
156,Biofloc,Borewell,High,High,27.87,8.08,3.5,6.65,7.4,0.451,0.423,166.3,39.3,16.7,1.59,132.0,1.39,79.1,3,6,8,0,1.32,Moderate,Bacterial Load,Water Exchange,3,0.91,Failing,0,0.55
235,Biofloc,Canal,Low,High,27.62,8.1,2.99,7.28,17.8,0.07,0.279,176.8,40.1,24.47,1.56,121.8,2.26,82.1,6,3,6,0,1.04,Moderate,Growth Retardation,Carbon Dosing,2,0.56,Failing,0,0.36
12,Biofloc,Canal,Medium,High,26.51,8.4,4.89,6.02,11.7,0.321,0.134,85.6,41.9,13.38,1.14,47.5,1.34,94.1,3,8,1,0,1.31,Low,Environmental Stress,Mineral Correction,4,0.45,Stable,0,0.3
219,Semi-intensive,Reservoir,Medium,Medium,29.3,7.96,3.49,6.27,11.5,0.186,0.248,153.2,22.1,18.42,1.53,82.1,1.49,85.1,3,5,2,0,1.03,Low,Environmental Stress,Probiotic,4,0.91,Failing,1,0.83
269,Intensive,Borewell,Medium,High,28.62,8.41,4.07,5.73,18.3,0.244,0.335,141.3,44.0,8.32,2.02,49.5,1.51,61.3,2,9,5,0,1.1,Low,Parasitic Stress,None,1,0.81,Stable,1,0.27
176,Semi-intensive,Reservoir,Medium,Medium,28.54,7.6,3.89,6.77,15.4,0.123,0.272,122.1,49.7,14.13,0.76,178.6,2.23,60.4,2,1,5,0,1.2,Low,Multifactorial,Probiotic,3,0.48,Failing,1,0.42
15,Intensive,Canal,Low,High,29.7,7.81,4.17,5.9,28.7,0.359,0.443,176.1,57.4,27.42,1.2,129.1,1.48,79.0,7,7,3,0,0.76,Moderate,Multifactorial,None,1,0.71,Stressed,0,0.89
209,Intensive,Canal,Medium,Medium,28.73,8.06,5.32,6.41,16.0,0.331,0.806,163.0,22.3,24.72,1.61,100.7,1.73,63.0,5,6,4,1,1.28,Moderate,Environmental Stress,None,1,0.62,Failing,0,0.57
253,Biofloc,Reservoir,High,Medium,28.57,8.47,3.2,6.94,23.1,0.09,0.277,177.9,32.9,20.34,0.75,75.6,1.95,92.1,2,8,2,1,1.11,Low,Bacterial Load,Carbon Dosing,4,0.7,Stable,0,0.7
84,Intensive,Borewell,Medium,Low,28.3,8.11,3.83,7.42,30.0,0.265,0.161,105.2,47.7,25.5,0.78,168.9,1.17,76.0,3,7,8,0,0.77,Low,Growth Retardation,Carbon Dosing,2,0.44,Stable,0,0.46
259,Semi-intensive,Reservoir,Medium,Medium,29.24,8.37,3.42,6.48,10.5,0.269,0.2,167.2,35.5,20.31,1.52,98.0,1.76,83.2,5,2,2,0,0.83,Low,Bacterial Load,None,3,0.77,Stable,0,0.68
84,Semi-intensive,Reservoir,Medium,Low,30.19,7.96,4.13,6.35,10.2,0.256,0.263,155.2,31.1,16.9,1.51,70.7,1.46,64.7,4,4,5,1,0.77,Low,Growth Retardation,Probiotic,4,0.96,Stressed,1,0.3
